origen;url;titulo;precio;moneda;marca;modelo;hp_motor;anio;formas_pago;ubicacion;condicion;descripcion;precio_nor
Rastroagro;https://rastroagro.com/tractores/deutz-a65-1-pub-25-09-30-10-19-25;Tractor Deutz A65;U$S 11.330 + IVA;USD;Deutz;A65;65.0;;Anticipo 40 % + saldo a convenír | 12 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › U$S 33.990 + IVA Tractor Fiat 880 1990 Buenos Aires : O KM U$S 37.570 IVA incluido Tractor Lovol TH754 2026 Buenos Aires ‹ › Consultar Tractor Zanello UP 100 1984 Buenos Aires ‹ › U$S 40.170 + IVA Tractor Valtra A990 2019 Córdoba ‹ › U$S 41.200 + IVA Tractor Valtra A990 2010 Buenos Aires ‹ › U$S 15.450 Tractor Fiat 800E 1979 Buenos Aires ‹ › Consultar Tractor Deutz AX 4.100 No especifica Buenos Aires ‹ › Consultar Tractor Deutz Fahr AX 3.100L No especifica Buenos Aires ‹ › Consultar Tractor Fiat Superson 55 No especifica Buenos Aires ‹ › Consultar Tractor John Deere 2420 1976 Buenos Aires Productos similares;11330.0
Rastroagro;https://rastroagro.com/tractores/john-deere-730-1967-pub-25-09-27-12-45-55;Tractor John Deere 730;U$S 5.150;USD;John Deere;730;62.0;1967.0;Anticipo 50 % + saldo a convenír | Anticipo 40 % + 6 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor John deere modelo 730 con embrague de mano dirección hidráulica toma de fuerza independiente hidráulico tipo de centro cerrado con doble salida muy bien de mecánica año 1967 valor U$S 5.000 Productos similares : O KM : INMEDIATA ‹ › U$S 34.917 + IVA Tractor Chery 904 C 2026 La Pampa ‹ › U$S 80.340 Tractor Massey Ferguson 297 con grúa 2006 Buenos Aires : O KM : INMEDIATA ‹ › Consultar Tractor Valtra A 850 2026 Buenos Aires ‹ › U$S 46.350 + IVA Tractor John Deere 5400 N 1994 Córdoba ‹ › Consultar Tractor Massey Ferguson 1175 1983 Buenos Aires : INMEDIATA ‹ › U$S 29.355 + IVA Tractor Pauny 180 A 2020 Río Negro ‹ › Consultar Tractor Fiat Someca No especifica Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Farmall 80 JXM 2026 Buenos Aires ‹ › Consultar -8% DE CONTADO Tractor Massey Ferguson 1185 #6174 1989 Buenos Aires ‹ › Consultar Tractor Fiat Superson 55 No especifica Buenos Aires Productos similares;5150.0
Rastroagro;https://rastroagro.com/tractores/roland-h-para-cortar-pasto-2020-pub-25-09-27-12-37-11;Tractor Roland H para cortar pasto;U$S 5.665;USD;Roland H para cortar;pasto;15.0;2020.0;Anticipo 50 % + saldo a convenír | Anticipo 40 % + 6 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor usado marca Roland para cortar pasto motor Briggestraton de 15 hp con muy poco uso arranque eléctrico ruedas macizas con tacos agricolas enganche trasero frenos a discos ancho de corte 70 cmts. Con regulación de altura valor U$S 5.500 Productos similares : O KM U$S 10.868 IVA incluido Tractor Roland H T-Rex 2WD 2026 Córdoba : O KM Consultar Tractor Roland H H001 EVO eléctrico 15 HP 2026 Córdoba : O KM Consultar Tractor Roland H H001 PRO eléctrico 15 HP 2026 Córdoba : O KM U$S 5.227 IVA incluido Tractor Roland H H001 EVO B&S eléctrico 13,5 HP 2026 Córdoba : O KM ‹ › Consultar Tractor Roland H H001 5X4 manual 15 HP 2026 Córdoba : O KM U$S 5.678 IVA incluido Tractor Roland H H001 5X4 B&S eléctrico 13,5 HP 2026 Córdoba : O KM ‹ › Consultar Tractor Roland H H001 PRO 2026 Entre Ríos : O KM U$S 5.092 IVA incluido Tractor Roland H RH 001 STD B&S eléctrico 13,5 HP No especifica Córdoba : O KM ‹ › Consultar Tractor Roland H RH122 2026 Buenos Aires : O KM U$S 27.495 IVA incluido Tractor Kioti ZXD72 2026 Buenos Aires Productos similares;5665.0
Rastroagro;https://rastroagro.com/tractores/bronco-1254-0-pub-25-09-22-11-28-44;Tractor Bronco 1254;U$S 65.273;USD;Bronco;1254;125.0;2026.0;Anticipo 40 % + 6 cheques | Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › U$S 41.200 + IVA Tractor Pauny EVO 250 A 2017 Córdoba ‹ › U$S 23.199 Tractor Massey Ferguson 1095 1985 Buenos Aires ‹ › U$S 72.100 Tractor Case MXM 165 2007 Córdoba ‹ › U$S 66.950 + IVA Tractor Pauny 280 A 2008 Buenos Aires ‹ › Consultar Tractor Zanello W4200 1984 Buenos Aires ‹ › Consultar Tractor Case Farmall 130 A 2017 Santa Fe : O KM ‹ › U$S 85.490 -8% DE CONTADO Tractor Chery RS 1604 2026 Buenos Aires ‹ › U$S 60.770 + IVA -5% DE CONTADO Tractor Pauny P-Track 180 2006 La Pampa : O KM ‹ › U$S 191.580 + IVA Tractor Massey Ferguson 6714 R No especifica Buenos Aires : O KM U$S 106.338 + IVA Tractor Pauny EVO 280 A 2026 Buenos Aires Productos similares;65273.0
Rastroagro;https://rastroagro.com/tractores/bronco-1004-0-pub-25-09-22-11-26-11;Tractor Bronco 1004;U$S 50.181;USD;Bronco;1004;100.0;2026.0;Anticipo 40 % + 6 cheques | Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › Consultar Tractor Pauny 180 A No especifica Buenos Aires : O KM ‹ › Consultar Tractor Chery RD-504 2026 Entre Ríos : O KM U$S 27.625 IVA incluido Tractor Lovol TEF604 2026 Buenos Aires : O KM ‹ › Consultar Tractor Valtra A 750 2026 Córdoba ‹ › U$S 19.570 + IVA Tractor Deutz AX100 1988 La Pampa : O KM ‹ › Consultar Tractor Lovol Europard 904 2026 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 4308E 2026 Buenos Aires : INMEDIATA ‹ › Consultar -8% DE CONTADO Tractor Deutz A85 #7255 No especifica Buenos Aires ‹ › U$S 9.540 Tractor Zanello UP 100 1987 Córdoba : O KM ‹ › Consultar Tractor Valtra A 750 2026 Córdoba Productos similares;50181.0
Rastroagro;https://rastroagro.com/tractores/bronco-604-0-pub-25-09-22-11-22-46;Tractor Bronco 604;U$S 18.734;USD;Bronco;604;60.0;2026.0;Anticipo 40 % + 6 cheques | Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM ‹ › Consultar Tractor Chery RD-504 2026 Entre Ríos ‹ › Consultar Tractor Deutz A65 1977 Buenos Aires ‹ › Consultar Tractor Fahr 55 hp 1966 Buenos Aires ‹ › Consultar Tractor Fiat 900 1980 Santa Fe : O KM Consultar Tractor New Holland TT4.90 2026 Santa Fe ‹ › Consultar Tractor John Deere 2730 1990 Córdoba ‹ › U$S 13.780 + IVA Tractor Fiat 780R No especifica Buenos Aires : O KM Consultar -10% DE CONTADO Tractor Case Farmall 55 JMX 2026 Buenos Aires ‹ › $ 15.965.000 Tractor Deutz A85 1974 Buenos Aires U$S 51.500 + IVA Tractor Case Farmall 95 2019 Buenos Aires Productos similares;18734.0
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-1185-1-pub-25-10-02-14-52-50;Tractor Massey Ferguson 1185;U$S 18.540 + IVA;USD;Massey Ferguson;1185;85.0;;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › $ 8.480.000 Tractor Case 830 1978 Buenos Aires ‹ › U$S 15.900 + IVA Tractor Fiat 800E 1980 Buenos Aires : INMEDIATA ‹ › Consultar -8% DE CONTADO Tractor Deutz A85 #7255 No especifica Buenos Aires ‹ › Consultar Tractor Deutz Fahr AX 80 1988 Buenos Aires ‹ › Consultar Tractor Deutz Fahr A86 No especifica Santa Fe : O KM ‹ › Consultar Tractor Massey Ferguson 3308 2026 Córdoba : INMEDIATA ‹ › U$S 29.355 + IVA Tractor Pauny 180 A 2020 Río Negro ‹ › U$S 60.770 + IVA Tractor New Holland TD 5.90 2016 Entre Ríos : O KM ‹ › Consultar Tractor Lovol Europard 1004 2026 Buenos Aires ‹ › U$S 20.497 + IVA Tractor John Deere 3530 1979 Santa Fe Productos similares;18540.0
Rastroagro;https://rastroagro.com/tractores/agco-allis-6110-0-pub-25-09-22-11-16-39;Tractor Agco Allis 6.110 #3229;Consultar;;Agco Allis 6.110;#3229;110.0;2012.0;CONTADO: 8 % descuento | Anticipo 30 % + 4 pagos semestrales | Anticipo 30 % + 8 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;2012 - DT - Rod. 18.4x34 Productos similares ‹ › Consultar Tractor Massey Ferguson 297 2010 Buenos Aires : INMEDIATA ‹ › Consultar Tractor Valtra BM 125i 2017 Buenos Aires ‹ › U$S 98.485 + IVA Tractor Massey Ferguson 4299 2015 Buenos Aires : INMEDIATA ‹ › U$S 77.250 + IVA Tractor Case Maxxum 180 2008 Buenos Aires ‹ › Consultar Tractor Pauny 280A D.T 2008 Buenos Aires ‹ › U$S 53.560 + IVA Tractor Fiat 1880 1986 Buenos Aires ‹ › $ 63.860.000 + IVA -7% DE CONTADO Tractor Pauny EVO 250 A 2014 Buenos Aires ‹ › U$S 25.750 + IVA -10% DE CONTADO Tractor Massey Ferguson 5140 1985 Buenos Aires ‹ › Consultar Tractor Deutz Fahr AX 4.190 1994 Entre Ríos : O KM ‹ › Consultar Tractor Valtra BT 170 2026 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/valtra-a990-2023-pub-25-09-18-14-18-01;Tractor Valtra A990;U$S 72.100 + IVA;USD;Valtra;A990;90.0;2023.0;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM U$S 42.543 IVA incluido Tractor Lovol TH904 2026 Buenos Aires ‹ › Consultar Tractor Fiat 900 1980 Santa Fe ‹ › Consultar Tractor Fiat 980 1995 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 165 No especifica Buenos Aires ‹ › Consultar Tractor John Deere 5705 No especifica Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 4307 2026 Buenos Aires ‹ › U$S 40.170 + IVA -5% DE CONTADO Tractor Massey Ferguson 283 2007 La Pampa ‹ › Consultar Tractor Fiat 700E 1974 Buenos Aires ‹ › U$S 15.450 Tractor Fiat 800E 1979 Buenos Aires : O KM : 15 DIAS U$S 18.025 -8% DE CONTADO Tractor Chery RA504 2026 Buenos Aires Productos similares;72100.0
Rastroagro;https://rastroagro.com/tractores/chery-rs-1804-0-pub-25-09-09-16-04-57;Tractor Chery RS 1804;Consultar;;Chery RS;1804;180.0;2026.0;Anticipo 40 % + 5 cheques | 6 cheques (cuotas mensuales) | Santa Fe | Medios de pago | Financiamiento;Santa Fe;Nuevo;Productos similares ‹ › U$S 125.660 + IVA -5% DE CONTADO Tractor John Deere 6.165 J 2011 Buenos Aires ‹ › U$S 46.350 + IVA Tractor Pauny EVO 230 A No especifica Buenos Aires ‹ › Consultar Tractor Pauny 280A D.T 2008 Buenos Aires : O KM U$S 98.014 IVA incluido Tractor Lovol TR1504 2026 Buenos Aires ‹ › U$S 61.800 Tractor Agco Allis 6.150 2006 Santa Fe ‹ › U$S 49.440 + IVA Tractor Zanello 450 1990 Buenos Aires ‹ › U$S 51.500 Tractor Zanello 450 1990 Buenos Aires ‹ › U$S 28.840 + IVA -5% DE CONTADO Tractor Zanello 417 1978 La Pampa : 5 DIAS ‹ › Consultar -8% DE CONTADO Tractor Valtra BH 180 #7689 2008 Buenos Aires : O KM ‹ › Consultar Tractor Valtra AG4 114 2026 Córdoba Productos similares;
Rastroagro;https://rastroagro.com/tractores/bronco-254-0-pub-25-09-22-10-56-36;Tractor Bronco 254;U$S 14.466;USD;Bronco;254;25.0;2026.0;Anticipo 40 % + 6 cheques | Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM ‹ › Consultar Tractor Chery RK-404 2026 Entre Ríos ‹ › $ 13.390.000 + IVA Tractor Universal R353 2000 Buenos Aires ‹ › U$S 13.184 + IVA Tractor Hanomag 304 A 2021 Buenos Aires : O KM ‹ › Consultar Tractor Roland H RH102 2026 Buenos Aires ‹ › Consultar Tractor Deutz A46 1974 Buenos Aires : O KM ‹ › Consultar Tractor Hanomag Stark 500/4 2026 Buenos Aires ‹ › U$S 14.840 + IVA Tractor Fiat 400E 1978 Buenos Aires ‹ › U$S 22.260 + IVA Tractor Massey Ferguson 250 No especifica Buenos Aires ‹ › Consultar Tractor Ursus 2812 No especifica Buenos Aires ‹ › U$S 8.240 + IVA Tractor Fiat 400 No especifica Córdoba Productos similares;14466.0
Rastroagro;https://rastroagro.com/tractores/john-deere-4960-1996-pub-25-09-18-14-13-27;Tractor John Deere 4960;U$S 72.100 + IVA;USD;John Deere;4960;230.0;1997.0;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM ‹ › Consultar Tractor Valtra BT 210 2026 Córdoba ‹ › U$S 144.200 + IVA -5% DE CONTADO Tractor Case 270 2009 Buenos Aires ‹ › Consultar Tractor Zanello 500C 2004 Buenos Aires : O KM : INMEDIATA ‹ › Consultar -8% DE CONTADO Tractor Valtra BH 214 2026 Buenos Aires ‹ › Consultar -7% DE CONTADO Tractor Pauny 500 C 2011 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 8732 S 2026 Buenos Aires ‹ › U$S 61.800 + IVA Tractor Pauny 500 C 2007 Córdoba : O KM Consultar Tractor Valtra S294 2026 Buenos Aires ‹ › U$S 139.050 + IVA Tractor New Holland T7.240 2016 Buenos Aires ‹ › $ 122.570.000 + IVA -7% DE CONTADO Tractor Pauny EVO 580 C 2018 Buenos Aires Productos similares;72100.0
Rastroagro;https://rastroagro.com/tractores/chery-rc-1204-0-pub-25-09-09-16-00-32;Tractor Chery RC 1204;Consultar;;Chery RC;1204;120.0;2026.0;Anticipo 40 % + 5 cheques | 6 cheques (cuotas mensuales) | Santa Fe | Medios de pago | Financiamiento;Santa Fe;Nuevo;Productos similares ‹ › Consultar Tractor Valtra BH 160 2005 Buenos Aires : O KM : INMEDIATA ‹ › U$S 63.757 + IVA Tractor Chery 1404 2026 La Pampa : O KM Consultar -5% DE CONTADO Tractor Case Farmall 110A 2026 Buenos Aires ‹ › Consultar Tractor Zanello 250 A 2004 Buenos Aires ‹ › Consultar Tractor Zanello V 417 No especifica Buenos Aires ‹ › U$S 125.660 + IVA -5% DE CONTADO Tractor John Deere 6.165 J 2011 Buenos Aires : O KM Consultar Tractor Lovol 1504 R 2026 Córdoba : O KM Consultar Tractor Valtra BT 170 2026 Buenos Aires ‹ › U$S 99.910 + IVA -10% DE CONTADO Tractor Massey Ferguson 6480 2007 Buenos Aires ‹ › Consultar Tractor Deutz Fahr AX 4.190 1994 Entre Ríos Productos similares;
Rastroagro;https://rastroagro.com/tractores/chery-rc-1104-0-pub-25-09-09-15-36-02;Tractor Chery RC 1104;Consultar;;Chery RC;1104;115.0;2026.0;Anticipo 40 % + 5 cheques | 6 cheques (cuotas mensuales) | Santa Fe | Medios de pago | Financiamiento;Santa Fe;Nuevo;Productos similares : O KM : INMEDIATA ‹ › U$S 65.273 IVA incluido Tractor Bronco 1254 2026 Buenos Aires ‹ › U$S 56.650 + IVA -10% DE CONTADO Tractor Fiat New Holland 180-90 1997 La Pampa ‹ › Consultar Tractor Zanello 250 A 2004 Buenos Aires ‹ › U$S 74.160 + IVA -10% DE CONTADO Tractor Pauny 280 A 2006 Buenos Aires ‹ › U$S 83.430 + IVA Tractor Massey Ferguson 7180 2011 Santa Fe ‹ › U$S 43.260 Tractor Deutz Fahr AX 4.160 1994 Córdoba : O KM ‹ › Consultar Tractor Chery RC 1404 2026 Santa Fe : O KM Consultar Tractor Massey Ferguson 6712R 2026 Buenos Aires : O KM ‹ › U$S 50.460 Tractor Roland H 100T 2026 Buenos Aires ‹ › U$S 66.950 + IVA Tractor Pauny EVO 280 A 2016 Santa Fe Productos similares;
Rastroagro;https://rastroagro.com/tractores/pauny-evo-280-a-2021-pub-25-09-09-12-05-57;Tractor Pauny EVO 280 A;Consultar;;Pauny EVO 280;A;180.0;2021.0;10 cheques (cuotas mensuales) | Santa Fe | Medios de pago | Financiamiento;Santa Fe;Nuevo;Productos similares : O KM ‹ › Consultar Tractor Valtra AG4 114 2026 Córdoba ‹ › U$S 30.900 + IVA -5% DE CONTADO Tractor Zanello 4200 1985 Buenos Aires ‹ › U$S 66.950 + IVA Tractor Pauny EVO 280 A 2016 Santa Fe ‹ › U$S 77.250 + IVA Tractor Valtra BH160 2006 Buenos Aires ‹ › U$S 77.250 Tractor Pauny 540 C 2006 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 630F 2008 Santa Fe ‹ › U$S 42.230 + IVA Tractor Valmet 1380 S 2001 Buenos Aires ‹ › U$S 66.950 Tractor Pauny 250 A 2012 Córdoba ‹ › U$S 99.910 + IVA -10% DE CONTADO Tractor Massey Ferguson 6480 2007 Buenos Aires ‹ › U$S 66.950 + IVA Tractor New Holland TM7020 2012 Córdoba Productos similares;
Rastroagro;https://rastroagro.com/tractores/deutz-a46-1974-pub-25-09-09-09-55-59;Tractor Deutz A46;Consultar;;Deutz;A46;46.0;1974.0;Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM ‹ › U$S 27.073 IVA incluido Tractor Lovol TB504 2026 Buenos Aires ‹ › Consultar Tractor Ruslan T25 1984 Buenos Aires ‹ › Consultar Tractor Kubota L295 No especifica Buenos Aires : O KM ‹ › Consultar Tractor Hanomag 300 A 2026 Buenos Aires : O KM : INMEDIATA U$S 15.718 IVA incluido Tractor Bronco 404 2026 Buenos Aires : O KM Consultar Tractor Chery RA-254 2026 Entre Ríos ‹ › U$S 13.184 + IVA Tractor Hanomag 304 A 2021 Buenos Aires ‹ › U$S 10.300 + IVA Tractor John Deere 1420 1975 Mendoza : O KM ‹ › Consultar Tractor Lovol 354 E 2026 Buenos Aires : O KM ‹ › Consultar -10% DE CONTADO Tractor Chery RD300 2026 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/hanomag-304-a-2021-pub-25-09-09-10-22-02;Tractor Hanomag 304 A;U$S 13.184 + IVA;USD;Hanomag 304;A;35.0;2021.0;Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › Consultar Tractor Taishan 18 No especifica Buenos Aires ‹ › Consultar Tractor Fiat 450 No especifica Buenos Aires : O KM ‹ › Consultar Tractor Roland H RH040 2026 Entre Ríos : O KM ‹ › Consultar -10% DE CONTADO Tractor Chery RD300 2026 Buenos Aires ‹ › U$S 4.120 + IVA Tractor Fahr D400 No especifica Buenos Aires : O KM Consultar Tractor Chery RA-250 2026 Entre Ríos ‹ › Consultar Tractor Zetor 1953 1953 Santa Fe : O KM Consultar -15% DE CONTADO Tractor Chery RD 304 2026 Córdoba : O KM : INMEDIATA ‹ › U$S 18.025 + IVA Tractor Chery RK 404 2026 La Pampa : O KM : INMEDIATA ‹ › U$S 15.813 Tractor Chery RD300 2026 Buenos Aires Productos similares;13184.0
Rastroagro;https://rastroagro.com/tractores/deutz-fahr-ax-475-1992-pub-25-09-09-09-32-36;Tractor Deutz Fahr AX 4.75;Consultar;;Deutz Fahr AX;4.75;75.0;1992.0;Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › U$S 24.720 Tractor Massey Ferguson 1195 L 1995 Córdoba ‹ › Consultar Tractor Fiat 780 DT 1990 Buenos Aires : O KM Consultar -10% DE CONTADO Tractor Case Farmall 90 M 2026 Buenos Aires : O KM ‹ › Consultar Tractor Chery RC-1004 2026 Entre Ríos ‹ › U$S 17.510 + IVA -10% DE CONTADO Tractor Zanello UP 100 1985 La Pampa ‹ › Consultar Tractor John Deere 2420 1975 Buenos Aires ‹ › U$S 40.170 + IVA -5% DE CONTADO Tractor Massey Ferguson 283 2007 La Pampa ‹ › Consultar Tractor Hanomag 854 A 2023 Buenos Aires ‹ › Consultar Tractor Fiat 700E No especifica Buenos Aires ‹ › U$S 12.360 + IVA -10% DE CONTADO Tractor Massey Ferguson 1075 1975 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-1095-1-pub-25-10-02-14-49-17;Tractor Massey Ferguson 1095;U$S 18.540 + IVA;USD;Massey Ferguson;1095;95.0;;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Farmall 55 JXM 2026 Buenos Aires ‹ › U$S 20.600 + IVA Tractor Deutz 85 1976 Santa Fe : O KM U$S 32.860 + IVA -15% DE CONTADO Tractor Chery 704F 2026 Córdoba ‹ › U$S 25.235 + IVA Tractor Deutz AX100 1985 Córdoba ‹ › Consultar Tractor Zanello UP 100 1984 Buenos Aires ‹ › U$S 16.480 + IVA Tractor Deutz 55 1975 Santa Fe ‹ › Consultar Tractor Fiat Superson 55 No especifica Buenos Aires : O KM ‹ › Consultar Tractor Zanello 4055 2024 Córdoba ‹ › Consultar Tractor Massey Ferguson 1185 No especifica La Pampa ‹ › Consultar Tractor Pauny 180 A 2016 La Pampa Productos similares;18540.0
Rastroagro;https://rastroagro.com/tractores/deutz-a65-1977-pub-25-09-09-09-26-42;Tractor Deutz A65;Consultar;;Deutz;A65;65.0;1977.0;Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › U$S 18.540 + IVA Tractor Zanello UP 100 1986 Córdoba ‹ › Consultar Tractor Deutz A70 No especifica Buenos Aires ‹ › U$S 39.140 + IVA Tractor New Holland TT4.55 2021 Buenos Aires ‹ › U$S 11.330 + IVA Tractor Deutz 90 1990 Córdoba ‹ › U$S 24.205 + IVA Tractor Zanello UP 100 1986 Buenos Aires : O KM U$S 41.990 IVA incluido Tractor Lovol T754N-B 2026 Buenos Aires ‹ › U$S 18.025 + IVA Tractor John Deere 2420 No especifica Santa Fe ‹ › $ 8.480.000 Tractor Case 830 1978 Buenos Aires ‹ › U$S 77.250 Tractor Case Farmall 100 JX 2025 Córdoba : O KM Consultar -10% DE CONTADO Tractor Case Farmall 90 M 2026 Buenos Aires Productos similares;
